title,rating,body,date
Best buy,5.0,Too good. Did not expect the product to be this good.,31 January 2016
Five Stars,5.0,good product,28 February 2018
Five Stars,5.0,It's verry Gud nice and tasty,3 November 2015
Four Stars,4.0,very good product. Had already sent a review.,2 December 2015
Four Stars,4.0,It is ok,5 November 2015
Good,5.0,"Review after 19 days use:-I am using it oftenly for making:-1) Fish (no oil): good taste; frying fish without oil is like a dream. Taste is good, but I won't say that it will taste exactly like oil fried fish.2) Chicken: I am using light spices and no oil for making chicken and it comes out like fried-baked chicken. Taste is okay.3) Ready to make product (generally needs oil for cooking):-McCain smileys: Good (no difference just like deep fried ones), French fries: good, kebabs n other non veg food were good too.Overall it might not give the exact deep fried taste, but it is still healthier compared to it!Now about the product:-* Operating it is easy (there are only two dials on it for controlling temperature and setting time)* Basket has one red button on top for detaching purpose (Place the bucket on an even surface before pressing that red button; read manual for brief explanation).Tips:-Read the instructions carefully before using it for the first time ( please, for God's sake read the manual! It will give you a proper viewpoint of how to take care of it and all..)",21 January 2017
Five Stars,5.0,Good Product,6 December 2015
Five Stars,5.0,good one.....freedom from fried things..excellent performance,6 July 2016
Five Stars,5.0,"Nice Item ,Quick Delivery",30 December 2015
nice to share with others,5.0,very good,3 October 2017
Cooks excellent.,5.0,Quality product. Cooks excellent.,29 November 2015
Four Stars,4.0,Good,7 December 2015
Splendid...Marvelous...Tremendous,5.0,"Extremely good product..Capacity is quite enough for 5-6 peoples, Chicken is crispy with least oil, it does not seem to be overcooked. Cakes are superb having proper moisture.Go for it blindly. I can bet, you will be very happy.Now build quality, I am not going to compare with another brands, but its build quality is very good and impressive.Hats off to Amazon to include such a nice product in their web store.",19 July 2016
very high pricing for this item made in china. ...,3.0,"very high pricing for this item made in china. ordered it not thinking it would be made in PRCwould appreciate if such items it is mentioned ""Made in (name of country)"" on the features part of it.",24 September 2017
A must buy...,4.0,"Excellent... Gives accurate temperature as measured by oven thermometer. Can easily compete with most of the well known brands out there. One star less because it does not come with accessories like double layer grill with skewers, which is essential. (However you can use those of other well known brands which fits quite well in this). And another essential factor missing - NO SERVICE CENTER. American Micronic should setup service centers at least in all metro cities for its products.",7 March 2017
I am happy with the performance,5.0,"I am happy with the performance.  Haven't started with wide range of cooking, but have tried few dishes and I am really happy with the outcome.  Only one disadvantage is as soon as the dish is taken out it becomes cold, have to consume it immediately.",5 December 2015
Great cooking time,5.0,"I have been using this for almost 3 months. Great product, very easy to operate and maintain. cooking has become an entertainment after I bought this. I would recommend to buy this product blind folded.",1 December 2017
exellent...happy....,5.0,"I find this product exellentMore than my expectatoinBuilt qwality,working resultAre very satisfactoryAll with tbis priceI am glad to own this air friyer",2 November 2015
Five Stars,5.0,nice product n better then philips,19 December 2015
Highly Recommended 5 *,5.0,A must have for foodies who are also health and weight conscious.,5 November 2016
Five Stars,5.0,Excellent product at afordable price,10 October 2015
Good,4.0,"usually try experimenting with it over the weekends. Have tried paneer Tikka, bread pizza, broccoli and mushroom ( tandoori style). So far good. But the non stick coating is not very good since is it beginning to wear out  despite cleaning it with soap and cloth ( not using scotch brittle).",5 January 2018
The product is very good. I have been using this for a few ...,5.0,The product is very good .I have been using this for a few weeks and it is working fine,15 November 2015
Very good quality. Finishing and workmanship is excellent,4.0,Very good quality. Finishing and workmanship is excellent. Much better than other brands seen in the market. Functionally same as other brands. Price is very reasonable.,15 December 2015
Four Stars,4.0,Good product,26 November 2015
Descent product,4.0,Works well.Happy with the product.Have been using it regularly.slight difference in taste will always be there.Overall satisfied with the product.,12 May 2017
Awesome Product,5.0,Awesome Product. Very useful. I have been using thie product from last more then two months and find to be very good. User friendly and convenient way of frying. Would appreciate if the Company provides the accessories to Grill.,14 December 2015
Five Stars,5.0,Just love it.. Now we can cook testy food in very less oil..,26 April 2017
One Star,1.0,quality very bad,14 February 2018
Four Stars,4.0,Very good,7 November 2016
Excellent product,5.0,Good product. Working very nice. Buy it without any second thought,29 July 2016
Three Stars,3.0,Good product on good price,6 November 2017
Waste Product,1.0,"It’s not working, I hardly used this, but the timer is not working, kept aside",27 October 2017
Health point of view it’s excellent but taste not upto equal to fire fry,4.0,Health point of view it’s excellent but taste not upto equal to fire fry......go for barbeque for better taste...but that may be gives more work than air fryer.,13 November 2017
Five Stars,5.0,loving it,13 October 2017
Five Stars,5.0,Very good,17 October 2015
It is a good product. Am satisfied,5.0,Purchased this product in May. It is a good product. Am satisfied. With this.Airfryer. A instruction book and a Recipe book is necessary. With the product.Nita Gokarn,4 July 2017
Five Stars,5.0,This is very good product. easy to use and hassle free,16 October 2015
Five Stars,5.0,good for health and easy to use,12 October 2017
Five Stars,5.0,Good product. Easy to operate,17 October 2015
Great kitchen gadget,4.0,"Value for money and the product offers you what it promises . Great kitchen gadget. A must have I would say. I went with the reviews posted here. And thanks to everyone who posted genuine reviews,  it helps a buyer so much.",5 February 2018
Tranportation was not good,2.0,"The transportation of the product was not good,one large hole was there in packing carton. There were few scratch on the collecting basket of air fryer",7 June 2017
Airfrier,3.0,Good,17 September 2018
I receive the item with different model name as American ...,2.0,"I receive the item with different model name  as American Micronic ""Osmon""  and different model number as AMI-AF1-35""C""LDx. In model numbers letter ""C"" is additional and in model name word ""Osmon"" is additional. Is it the same product or other duplicate. The performance of the item is not satisfactory. It drains out All the water containt of food during fryer. Food became more dry and hard to eat. You can't see inside the air fryer, so not able to see the food condition. It's closing and opening mechanism is also not working satisfactory. Many times it is not closed properly. The design of air fryer should be like oven, where we can see the food condition. Opening and closing should be like oven door. There must be some mechanism so that water should not be drain out completely. A lot of improvement is required in air fryer design and it's function.",22 October 2017
Five Stars,5.0,"Very useful product. Cooking using this saves oil, and tastes same.",17 December 2016
very good air fryer,5.0,I bought this air fryer through Amazon a month back and the performance is excellent. Initially on receipt I found one screw of the frying basket handle missing. I contacted American Micronic India through this forum and immediately within 2 days the American Micronic India management contacted me and promptly sent me a set of screws by courier. This I must say is excellent after sales service as well. I now have confidence that I will get good customer service from American Micronic even in future. We have used the fryer and it is excellent. We are now regularly using it for almost all our frying needs.,2 November 2015
Five Stars,5.0,Product is good value for your money...,4 March 2018
Amazing product still learning how to use it,5.0,Amazing product still learning how to use it! My samosas are a bit soft how do I fry them properly? Got a quick delivery due to prime or else would've taken two three days..this product is worth the money! No oil and tasty food! Healthy! I had a scratch on my machine when I got it Though! I recommend everyone to buy this,11 June 2017
Decent product,4.0,Using it for almost 2 monthsIt does help us to use hardly any oilTried using this for verious veg and non veg disheshMakes potato fries accuratePrawns may not suite to what we Indians normally prepareWith kebabs yes they became slightly puffyOverall I have to make some slight changes in food habits but isn't that worth compare to amount of oil we used to swallow,29 November 2015
5 star,5.0,Received today in good condition.machine is really good .fish fry was really tasty. The only disappointment was timer which is 30 minutes against 60 minutes as shown in your website.still 30 minutes are fine.Thanks for your prompt delivery.,20 December 2016
Five Stars,5.0,"Very nice air fryer ,BOLD AND SOLID,must have to every kitchen, cholestrol free delesious healthy dishes.",25 June 2017
Nice Product with lowest cost,5.0,Tried 3-4 snacks and its Perfectly works. Nice Product with lowest cost. Strongly recommend to buy for 4 members family.  On my Recomendation my friend has brought this 2 Nos for him and his daughter.,26 January 2017
"It's nice, but I'm not satisfied",3.0,"It's nice, but I'm not satisfied,  because I want to popped the corns &papad also, it's not done with it. Bt it can do in another brands, Remains all gd.",4 December 2017
One of its kind product,5.0,Very nice product. Proper healthy fried food,31 October 2015
Im satisfied with this product but I just wanted to enquire ...,4.0,"Im satisfied with this product but I just wanted to enquire that since I have purchased this product through Amazon ,so what about the warranty",30 June 2016
Four Stars,4.0,"Product is nice, but without recipe book",20 December 2016
Four Stars,4.0,One or two Grill accessories added would have been great.,28 April 2016
Four Stars,4.0,good,9 September 2016
Timer not working. Ordered a replacement,4.0,"I would have given it 5 stars if the timer was working. I have order the replacement , let's see. Other wise the product was very good.",23 July 2017
Good,4.0,Working flawlessly even after one month... They should have given a recipe book along with the product that would have reduced our hassle of of going through YouTube searching for the same...,14 February 2017
A quality product,4.0,"Pros - Sturdy built, good quality & easy to use.Cons - Large size and no reciepe book.",25 June 2020
A must-have aide for your kitchen.,5.0,"A great product. Functions smoothly and cost me much less than other similar products. It is most useful for single-member households, or when running against time. One can practically cook anything in the air fryer, and what is more, it uses little or no oil. I have been grilling and air-frying many foods I was forced to earlier buy from the market despite the high fat levels. I now air-fry sweet potato, potato chips, banana chips and even roast aubergines for the classical Indian 'bharta'. I would highly recommended the air-fryer to the diabetic, the cholesterol-conscious and those who need to watch their waistlines! Needless to say, the fryer can also be used for all types of cooking, making omlettes without  oil, poached eggs, fried eggs, fried bacon and toast in a healthy way.",2 November 2015
Useless,1.0,Its outdated technology,4 July 2019
Best for bachelors,5.0,Excellent product easy to use.... Nice looking.. Great design... But cooked food not as testy as deep fry but overall good product...,24 December 2017
Must Buy,5.0,Great Value for Money Buy with Quality and Volume,5 October 2019
Great product in low cost,5.0,It's a great product in nearly half the price of Philips. Works perfectly.,29 November 2017
Good product,5.0,Best build quality,11 June 2019
Awesome product.,5.0,"Great product, using it daily and oil free food.",24 September 2017
Air Frier,5.0,Easy to use.,13 June 2020
Value for money.....,5.0,Very good product...  Better then Philips air fryer.......,24 October 2016
"There is no recipe book, We don't know which ...",1.0,"There is no recipe book, We don't know which one is  to be cooked in the airfryer.  We are doing experiments.  If recipe book is there please provide the same.  It is working properly.",16 December 2015
Ok,5.0,Just giving 5 rating to get additional warranty.,1 November 2015
Best in class.,5.0,3 months use....simple and ease to use.,30 June 2016
Excellent product,5.0,Excellent product of very good quality,20 September 2015
Excellent Air Fryer at an Amazing price,5.0,Excellent Air Fryer at an Amazing price. Keep it up Amazon.,19 September 2015
Absolutely blown away by this wonderful product and how technology has permitted frying with little ...,5.0,"Absolutely blown away by this wonderful product and how technology has permitted frying with little to no oil. I have tried items from Chicken kababs, Barbecued Chicken breast fillets, crisping fried sardines and even lijjat papad. Worked every single time other than the first instance where I did not flip chicken periodically resulting in slightly dry and rubbery texture. The timings,  temperature adjustments and constant flipping might not come to you naturally and is definitely an acquired skill. People who complain of food getting dried might not have flipped the items regularly as that is the mistake I too did initially. Cooking effort required is so ridiculously minimal that even a kid can cook in the fryer. American Micronix customer care was very responsive to my WhtsApp query regarding the recipes and sent me 3 PDFs. My advice is discard the recipe book - The product lets you experiment without any risks involved. If it can be fried in oil, it ought to work in air fryer.",20 June 2018
Heating is not as powerful as an oven but it can easily substitute deep frying in oil,4.0,"I have been using it for a month now. It works very well for baking small cakes, muffins, dhokla and roasting vegetables. Heating is not as powerful as an oven but it can easily substitute deep frying in oil. Would have given 5 star if it came with baking/ grilling accessories.",2 August 2017
Good Value for money,4.0,"Easy to operate, max temperature is restricted to 200 degrees, not sure if this is good or bad. I feel The bottom plate holes/pores should have been little smaller. The paste flows into it and glues the items.",8 July 2017
Product quality is top class but its usage is limited,4.0,"Why decided to buy a air fryer ?I discovered that the main culprit for many diseases that we suffer is ""oil"". Whether it is diabetic or cancer or digestive problems, the usage of excessive oil plays a big role. In the past people consumed very little oil since fried items occupied a very small place in their diet. But today we eat fried items along with main diet as well as snacks. Particularly the quality of oil that is generally used is very poor. We buy oil at the cost of Rs 100 per litre. At this cost there is no way a good quality could be made and sold. So obviously we are buying only low quality oil in the name of cooking oil. When we buy chips, samosa, french fry, puff etc. they are prepared using palm olein oil. People may google on this oil to find out its ill effects.What is the solution ?Ideal solution is to drastically cut the fried items from our diet. But that is a very hard decision. It will require lot of will power to make that choice and follow it properly. So for most of us alternate options are needed. In my opinion ther are two options available 1). Oven 2). Air fryer.Oven Vs Air fryerBoth follow a complete different technology. Comparing to a microwave oven an air fryer follows a very simple mechanism. It has a heating coil and a fan. It simply circulates heat air around the food item place inside the fryer. I dont understand how Philips charging such a huge price for a very simple and inexpensive technology. Whereas a oven is more complicated. It is also slightly risky to handle comparing to a air fryer. We can not place any utensil on oven, only glass and microwave safe plastic container allowed. No stainless steel permitted. But it is not restricted in air fryer. In my opinion oven is a complete cooking equipment. One can prepare any dish just with over. But air fryer is only for frying.How effective and useful is air fryer ?The answer is mixed. It does help inn preparing fries with no or minimal oil but the taste is not equivalent to the oil fried version. Only need to be health conscious to consume them without complaining. The hot air blown dries the food item. So you will feel the items getting harder. It is better to apply small amount of oil over them items before putting insider the airfryer. Im yet to try many dishes using my air fryer. Another problem with air fryer is that it needs lots of practice to make food items properly. So one need patience.How is the brand American Micronic ?I bough this brand based on the overwhelming positive reviews. In terms of price this is neither too cheap not too costly. Nowadays there are many air fryers in the price range of 3000 to 4000. I feel this product is a little overpriced. 5000 will be apt for this model. The quality of the product is satisfactory. The build quality and the frying non-stick utensil quality are really good.  In spite of this high price they do not provide a printed recipe book. They only mail or whatsapp the book.Overall opinionIf you are determined to buy a air fryer after all your analysis and you do not mind spending 5800 rupee then American Micronic air fryer is good choice. If you do not know much about air fryer and its uses then first analyze that and see whether you and your family will bear the dry food items that will be made out of air fryer. I see lot of people reselling their air fryers since they do not like the fried items made with them. Good luck.",2 January 2019
Good to operate and maintain. VFM.,4.0,"Air fryers are great for health conscious and bachelors, with the hassled free cooking. No need to worry about the gas - just plug and play.This own is very easy to use. Just ensure not to convert 3.5 lts to 3.5 kgs. Maximum it will hold is 1.2 kgs (chicken or paneer).The temperature setting works fine (Used around 50-55 times).Only thing, I issue is that paint has started to come off(after few 5-7 rough usages). Researching if it can repainted - with no harm thoughI feel the company should be ready with spares especially the baskets, as those who took this 2-3 years ago, would be needing them soon, if not now.My rating is 4.5/5 where 3 is satisfied.",22 June 2020
Great purchase!,5.0,"Have used it about 10 times now and I have to say that this is one of our best purchases so far. For those who have tried-and-hated OTGs but cannot get a traditional convection oven, this is heaven sent. I have made brownies, fries and bread in this and it has worked out beautifully! It is also very silent. The best part - the capacity offered for the price, way better than others.",30 March 2018
"Easy to use, Healthy and flavour rich food fryer",5.0,"This is my first hand experience with airfryer. I went for American Micronic because of its value for money. In less money it provides better capacity and a higher wattage, which is essential for cooking food at high temperatures and in large volume.I loved the already provided reviews along with their determination (as stated in description) to help customer even if warranty is over. I contacted them before buying to ask for dimensions and the response was fast and professional.About cooking I tried Bharva Karela, Samosa, French fries and Pakodas ,etc. , Everything came out well. It does takes a lot of pratice though to master any food item in air fryer. So have patience. Also my suggestion is to buy few accessories like oil brush, silicon gloves, silicon cup cake moulding.Overall its a great product go for it.I will update this if I have to take customer service at any point of time in future.",11 July 2020
Useful for 4/5 members of the family,4.0,I am using this product foe more than a month. It is very good quality product easy to use and cleaning after its use. It is very reasonably  priced as compared to other branded products in the same capacity and sizes. good for the use of 4/5 members of the family. Overall nice product. only drawback is that the company does not provide the recipe book along with the product.,28 June 2019
Waste of money,1.0,"Although it was supposed to be a great product by a good company, however I am utterly disappointed with the performance and output of this air frier. Plugs get overheated, inside is difficult to clean and there’s no manual or recipe instructions. After using it a few times, I have put it down for infrequent uses. Other than baking, it’s useless.",15 July 2020
Nice product,5.0,"V nice to make potato chips, crispy vegetables, even cake n pizzas. Should send a cooking guide in hard copy...but they send it thru whats app. Annodised or steel basket option should be made available for those who dont want to use non stick utensils. Using it for last 6 months. Many crispy vegs which used to take time n avoided by my wife is easy for her now to cook.",2 August 2018
Excellent for a daily healthy cooking,5.0,Makes daily healthy cooking so easy! I love frying fish and chicken in this. Also planning to bake and so on later when I have the time. Ive only had it for a few days and hoping this works for some time. Ive taken the extended warranty and hope that is useful.,20 September 2017
Excellent,5.0,"This airfryer is much better than it's competitor's, that too on lesser price . A good buy . I recommend this . I am using this for past 1 years. No complaints . I can cook  dishes with very less oil or with no oil. Food tastes good ..",23 June 2017
Good product.,4.0,"It is a very good product. Makes perfectly cooked food with taste. We cooked baati, chicken vegetables,  chokha all cooked very well and tasty. But the only issue is you don't get accessories to use with the air fryer e.g. for Philips Airfryers you get different baskets racks like the one with cover and grill but for American Micronic there is nothing.",10 February 2020
Nice product,4.0,"Easy to use. Robust and Good performance. I like rosted food very much which I was missing. After buying this I no longer miss. I cook Bihari litter, sweet potato, biscuits, Paneer tikka with full efficiency. Electricity consumption is also marginal but depends on usage.",6 October 2019
Say goodbye to oily food!,5.0,"Hassle free, no oil cooking. Just set the timer and it does the job for you. Comparatively light weight and easy to clean. Have tried fries, cutlets, potato shots and vegetable bullets-all of them well cooked and grease free.",29 July 2020
Substandard imported product with no info on country of Import.,3.0,This is a substandard product branded as imported. Build quality is below Unbranded product available in India.The non stick tray is cheap.Removing the tray and inserting it back is a pain. I went wrong because of others review.,20 November 2019
About the Product,5.0,So far good.Enjoying cooking in it and it is very user friendly in terms of managing it.As it is too early for me to comment about the product as its been 3 days only.,5 June 2020
Best Air Fryer Quality wise i have come across,5.0,"Best Air Fryer Quality wise i have come across, i have heard about many other big brands, but i still think this one is the best.",16 June 2017
Product is good. Looks good Made 3 things after purchasing it ...,5.0,Product is good.Looks goodMade 3 things after purchasing it on my first day itself.Fries in 16minutes + 3 minutes to make them crispy.Oil used is minimum.no more headache of having to fry.Only airfryer i have used and am happy.No complains,13 February 2018
Excellent product. Used for 2 weeks for chicken,5.0,"Excellent product. Used for 2 weeks for chicken, fish n vegetables. Very useful. Cooks with minimal oil. For chicken I actually used no extra oil. Takes only 20-30 minutes. Extremely simple to use. Recommended",5 December 2016
Good job keep it up,5.0,No complaints....Works awesome with a decent size tray...Same as Philips if not better...,10 March 2020
Good product,4.0,"Taste is a bit different from regular fried food, but no big deal still worth it from oil consumption, and one spends less time in the kitchen.good for small family",21 August 2019
Taste not good,2.0,The taste of air fried things is not good so for our family at least it is not getting used,22 July 2020
Perfect,5.0,"I use it for cooking paneer tikka, kids snacks, vegetables tikka....easy to use.",8 December 2019
Three Stars,3.0,Fries were not tasty,22 October 2017
Good product,5.0,"I have been using it for more than six, not regular use; however, it meets my requirement.",15 November 2019
Easy to use,5.0,"Does what it is supposed to. Very easy to use, just watch one YouTube video and you're ready to go",30 July 2020
I regret buying it!,3.0,"YouTube display looks good, delicious and easy but in actual reality it doesn't work!",22 January 2020
Very good product,5.0,We are using this for last one month and its very good product and easy to operate. Worth for money.,29 February 2020
Decent Air Frier at Low cost,5.0,"Good Shape, Easy to handle, Sufficiently large to handle all Indian Veg and Non-Veg cooking.An essential item in the kitchen for health-conscious people.",12 June 2019
Nice quality,5.0,Nice quality...will update after using for few days,18 October 2019
Didn't serve the purpose.,1.0,"I purchased it after reading the reviews. But my bad luck , I couldn't start the machine. It was a damage product. I returned it.",13 February 2019
shes already tried out a few recipies in 2 days and enjoyed it aswell but i didn't get any,5.0,Mom love's it.shes already tried out a few recipies in 2 days and enjoyed it aswell but i didn't get any :(,20 May 2018
good experience,5.0,very good for healthy cooking,10 March 2019
Nice Product,4.0,"Nice product, does what it promises thus far. Shipment was delayed by a few days but other than that no issues so far.",13 November 2017
Value for money,5.0,Easy to use and clean,25 December 2019
Good product,5.0,Easy to use and easy to operate..,25 November 2019
Oil Free,5.0,"Good for making South Indian Chicken Kababs.New to this though, One may consider this product.",12 November 2015
Healthy and tasty,5.0,The Air Fryer uses very little oil. Food is as tasty as deep fried. Our children love it. I wish I had bought this earlier.,4 May 2019
"Very nice fryer, taste is good but to cook good ...",5.0,"Very nice fryer , taste is good but to cook good soft chicken u should know how to control temperature and for how much time...",11 May 2018
Very nice Product and worth the money spent,5.0,It's a very nice product. Cooks all non veg items perfectly. All food get cooked with No oil at all. Amazinggggg,20 June 2018
Over all Build Quality is also good for the price,4.0,"For the price below 5K is totally worth, Over all Build Quality is also good for the price, but the inner basket would have better build",24 June 2017
ok,3.0,ok,28 October 2020
Four Stars,4.0,manual was not available,11 November 2015
Good,4.0,Good,20 November 2019
Four Stars,5.0,best at this price range,26 November 2017
Best product excellent quality,4.0,"Excellent product quality. Best for frying dry items, not suitable for battered items though.",8 September 2017
Three Stars,3.0,comparing to one I was using overseas....its just OK.,4 November 2017
Five Stars,5.0,Amazing still working after one year of continuous use,8 January 2018
Good,5.0,Easy to use,16 December 2018
Five Stars,5.0,Happy with the product,12 October 2017
Good VFM product,5.0,Very good product,27 January 2020
Great product,5.0,We have even used it to make cake.,13 August 2017
Four Stars,4.0,superb product.. swift delivery. as expected.,4 June 2018
Five Stars,5.0,Awesome product,3 September 2017
Four Stars,4.0,"good product, good packing, good delivery. lacks recipe book.",15 December 2017
Five Stars,5.0,Superb. Worth every penny.,17 May 2018
amazing brand,5.0,Super quality,18 October 2016
Five Stars,5.0,very large tray and is much better than other products in market...,1 January 2017
Super product!,5.0,Simply super!!!,21 October 2019
Five Stars,5.0,Fantastic. True value for money paid.,31 October 2017
Great product....,5.0,"Very good product....easy to use and the food came out superb, Great value for the price...",5 November 2015
Five Stars,5.0,Good one..worth buying!,5 December 2015
Five Stars,5.0,"Excellent, loving it.",21 December 2015
Five Stars,5.0,a very useful product.,4 November 2015
Four Stars,4.0,Good😊,14 February 2018
excellent!,5.0,"Just got the product a few days ago. First use has been excellent. Had really crispy fries and Potato Wedges with no extra oil. The best was Idli Fry, with just a brush of oil... so crisp outside and soft inside. The company should provide with a demo DVD and recipe book like other manufacturers.",10 April 2016
Cooking made little easy with little change in taste,5.0,"It made my life easy when I'm alone and hungry. Just put something and slide in, after few mins you get food. But don't expect food tastes same as traditional cooking. There is little change in taste, but still taste is similar.Pros: It is everything that it says.Cons: Nothing. Just that base doesn't insert properly. The gap at the side isn't a big deal.Tips:1. Use power socket that is meant for high Watts, else socket heats up like crazy.2. Use less spices and oil. Unlike in traditional cooking, food doesn't absorbs much of spices and oil. All the spices will be on surface.3. To boil sweet potato, cut it into few pieces of 1 - 2 inches. Upper layer will be little crispy, but it will be boiled inside.4. Don't try papad. It doesn't work (or maybe I don't know the trick yet)It is shipped inside 2 carton boxs. Added safety while shipping.",17 March 2018
Need recipe booklet,5.0,"There is no booklet to help us  ""what are the items of food made  with this Fryer and methods of preparations""",22 November 2015
Thank you AMERICAN MICRONIC. Very very good product,5.0,"AMERICAN MICRONIC - 3.5 Liters Imported Air Fryer, 230V AC, 1500W, 30 Minutes timer with Variable temperature control, TurboTunnel Freshair technology- AMI-AF1-35LDx

Based on reviews i have purchased this product on risk but believe me the product is awesome. Does what it says. finishing is very good as well as materiel is very good. Thank you AMERICAN MICRONIC and Amazon for this wonderful product. Many Many thanks to amazon delivery system,. it is so fast. Always delivers the product before time.",13 September 2017
Really good product have been using it for last 2 months ...,5.0,"Really good product have been using it for last 2 months and its absolutely perfect , capacity is too good comparing to the price , highly recommended 👌🏻👌🏻",6 June 2017
So far very good.,5.0,Just received day before yesterday and used twice. So far very good.,18 October 2015
Not a versatile fryer!,2.0,"Not worth investing in this technology. Only good for potato fries, takes lot of time to cook!",17 March 2017
Four Stars,4.0,A good product. A receipy book is needed,1 April 2016
Just go for it,5.0,"Purchased kenstar before, the quality was very poor, got American micronics after seeing the reviews, it's the best air fryer, loving each day with it.",8 March 2017
Go for IT,5.0,The product is good . i highly recommend to those who are looking for good air fryer.,18 October 2016
Good size. Great price,5.0,Very good size. Coating seems to be an little inferior but over all very nice product.,8 December 2016
Great product.. no issues faced.....,5.0,"Nice product, American Micronic has kept the quality good.. works welll , without any issue so far..",2 November 2015
Four Stars,4.0,Good product,7 November 2016
Five Stars,5.0,very good product,27 February 2017
My new best friend,5.0,Excellent addition to my kitchen. I airfry everything now!!!,4 December 2017
Four Stars,4.0,Nice product need to incorporate it in Indian cooking,15 March 2017
Five Stars,5.0,good item,13 January 2018
Five Stars,5.0,Item is good. Worth of its price tag. Performance  is as described in advertisement.,29 August 2016
Near perfect....,4.0,"Generally good product. Perfect for fries, wedges and all such frozen items The roasting takes a little longer than expected, even though the stated wattage is higher than most other brands. Possibly because the pan is larger (3.2 ltr) compared to most. An ideal product would be a wider base, even if not so deep (e.g. if I have make paneer kababs for around 6 people, I have to do it in two rounds else they just have to be piled on top). A two layered tray would be great...",23 December 2015
Five Stars,5.0,Very good product which cooks great food using the least amount of oil.,17 January 2017
Four Stars,4.0,Easy to use. Cooking without oil is healthy. I am satisfied with this product.,10 March 2016
Donot buy,1.0,Awful gadget - everything comes out dried out and wrung like clothes in a dryer --- tastes the same too.,4 December 2016
Two Stars,2.0,Not more usefull,25 November 2015
Nice Product,4.0,Overall a good product.,27 May 2016
No work properly,1.0,No work properly,14 June 2020
Best thing to own for healthy cooking,4.0,A very good product and does almost everything. I say almost becausr havent been able to fry in it. If someone can guide about tht...,26 November 2015
Four Stars,4.0,good product value for price thank u,26 July 2017
"Dont weist time thinking about, just buy it",5.0,"The best ever, it is really safe us for using too much oil. So far make tortila chips and fried potato n only need a springkle of oil. Love it. Worth to buy. This size is big enough. Perfecto.",18 September 2019
Not satisfied,2.0,"It's timer is already not functioning,",11 October 2018
Good product,4.0,Good and easy to operate,28 February 2019
The best in the range,5.0,"Just about the perfect air fryer in size, power, ease of use and versatility. Reasonably easy to clean; the basket is removable and can be washed in the sink. And about 30 percent cheaper than an equivalent.",20 March 2021
